ROW_ID,LOCATION,GENDER,CAUSE_OF_DEATH,YEAR,NR_DEATH,AGE_STD_MORTALITY_RATE
862,"Newfoundland and Labrador, place of residence",Females,Tuberculosis  [A16-A19],2019,1,0.3
863,"Newfoundland and Labrador, place of residence",Females,Tuberculosis  [A16-A19],2020,0,0
864,"Newfoundland and Labrador, place of residence",Females,Tuberculosis  [A16-A19],2021,1,0.3
865,"Newfoundland and Labrador, place of residence",Females,Tuberculosis  [A16-A19],2022,1,0.3
866,"Newfoundland and Labrador, place of residence",Females,Whooping cough  [A37],2018,0,0
867,"Newfoundland and Labrador, place of residence",Females,Whooping cough  [A37],2019,0,0
868,"Newfoundland and Labrador, place of residence",Females,Whooping cough  [A37],2020,0,0
869,"Newfoundland and Labrador, place of residence",Females,Whooping cough  [A37],2021,0,0
870,"Newfoundland and Labrador, place of residence",Females,Whooping cough  [A37],2022,0,0
871,"Newfoundland and Labrador, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2018,0,0
872,"Newfoundland and Labrador, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2019,0,0
873,"Newfoundland and Labrador, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2020,0,0
874,"Newfoundland and Labrador, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2021,0,0
875,"Newfoundland and Labrador, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2022,0,0
876,"Newfoundland and Labrador, place of residence",Females,Meningococcal infection  [A39],2018,1,0.2
877,"Newfoundland and Labrador, place of residence",Females,Meningococcal infection  [A39],2019,0,0
878,"Newfoundland and Labrador, place of residence",Females,Meningococcal infection  [A39],2020,0,0
879,"Newfoundland and Labrador, place of residence",Females,Meningococcal infection  [A39],2021,0,0
880,"Newfoundland and Labrador, place of residence",Females,Meningococcal infection  [A39],2022,1,0.6
881,"Newfoundland and Labrador, place of residence",Females,Sepsis  [A40-A41],2018,16,4.8
882,"Newfoundland and Labrador, place of residence",Females,Sepsis  [A40-A41],2019,21,6.1
883,"Newfoundland and Labrador, place of residence",Females,Sepsis  [A40-A41],2020,27,7.4
884,"Newfoundland and Labrador, place of residence",Females,Sepsis  [A40-A41],2021,17,4.4
885,"Newfoundland and Labrador, place of residence",Females,Sepsis  [A40-A41],2022,35,9.5
886,"Newfoundland and Labrador, place of residence",Females,Syphilis  [A50-A53],2018,0,0
887,"Newfoundland and Labrador, place of residence",Females,Syphilis  [A50-A53],2019,0,0
888,"Newfoundland and Labrador, place of residence",Females,Syphilis  [A50-A53],2020,0,0
889,"Newfoundland and Labrador, place of residence",Females,Syphilis  [A50-A53],2021,0,0
890,"Newfoundland and Labrador, place of residence",Females,Syphilis  [A50-A53],2022,0,0
891,"Newfoundland and Labrador, place of residence",Females,Acute poliomyelitis  [A80],2018,0,0
892,"Newfoundland and Labrador, place of residence",Females,Acute poliomyelitis  [A80],2019,0,0
893,"Newfoundland and Labrador, place of residence",Females,Acute poliomyelitis  [A80],2020,0,0
894,"Newfoundland and Labrador, place of residence",Females,Acute poliomyelitis  [A80],2021,0,0
895,"Newfoundland and Labrador, place of residence",Females,Acute poliomyelitis  [A80],2022,0,0
896,"Newfoundland and Labrador, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2018,0,0
897,"Newfoundland and Labrador, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2019,0,0
898,"Newfoundland and Labrador, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2020,0,0
899,"Newfoundland and Labrador, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2021,0,0
900,"Newfoundland and Labrador, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2022,0,0
901,"Newfoundland and Labrador, place of residence",Females,Measles  [B05],2018,0,0
902,"Newfoundland and Labrador, place of residence",Females,Measles  [B05],2019,0,0
903,"Newfoundland and Labrador, place of residence",Females,Measles  [B05],2020,0,0
904,"Newfoundland and Labrador, place of residence",Females,Measles  [B05],2021,0,0
905,"Newfoundland and Labrador, place of residence",Females,Measles  [B05],2022,0,0
906,"Newfoundland and Labrador, place of residence",Females,Viral hepatitis  [B15-B19],2018,0,0
907,"Newfoundland and Labrador, place of residence",Females,Viral hepatitis  [B15-B19],2019,1,0.2
908,"Newfoundland and Labrador, place of residence",Females,Viral hepatitis  [B15-B19],2020,0,0
909,"Newfoundland and Labrador, place of residence",Females,Viral hepatitis  [B15-B19],2021,0,0
910,"Newfoundland and Labrador, place of residence",Females,Viral hepatitis  [B15-B19],2022,1,0.3
911,"Newfoundland and Labrador, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2018,0,0
912,"Newfoundland and Labrador, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2019,0,0
913,"Newfoundland and Labrador, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2020,0,0
914,"Newfoundland and Labrador, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2021,0,0
915,"Newfoundland and Labrador, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2022,0,0
916,"Newfoundland and Labrador, place of residence",Females,Malaria  [B50-B54],2018,0,0
917,"Newfoundland and Labrador, place of residence",Females,Malaria  [B50-B54],2019,0,0
918,"Newfoundland and Labrador, place of residence",Females,Malaria  [B50-B54],2020,0,0
919,"Newfoundland and Labrador, place of residence",Females,Malaria  [B50-B54],2021,0,0
920,"Newfoundland and Labrador, place of residence",Females,Malaria  [B50-B54],2022,0,0
921,"Newfoundland and Labrador, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2018,4,1
922,"Newfoundland and Labrador, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2019,6,1.5
923,"Newfoundland and Labrador, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2020,5,1.5
924,"Newfoundland and Labrador, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2021,4,1
925,"Newfoundland and Labrador, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2022,9,2.4
926,"Newfoundland and Labrador, place of residence",Females,Malignant neoplasms  [C00-C97],2018,689,195.6
927,"Newfoundland and Labrador, place of residence",Females,Malignant neoplasms  [C00-C97],2019,651,181.1
928,"Newfoundland and Labrador, place of residence",Females,Malignant neoplasms  [C00-C97],2020,701,187.3
929,"Newfoundland and Labrador, place of residence",Females,Malignant neoplasms  [C00-C97],2021,778,202.5
930,"Newfoundland and Labrador, place of residence",Females,Malignant neoplasms  [C00-C97],2022,678,171.7
931,"Newfoundland and Labrador, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2018,12,3.5
932,"Newfoundland and Labrador, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2019,16,4.5
933,"Newfoundland and Labrador, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2020,16,4.6
934,"Newfoundland and Labrador, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2021,16,4.8
935,"Newfoundland and Labrador, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2022,15,3.7
936,"Newfoundland and Labrador, place of residence",Females,Anaemias  [D50-D64],2018,9,2.6
937,"Newfoundland and Labrador, place of residence",Females,Anaemias  [D50-D64],2019,7,2
938,"Newfoundland and Labrador, place of residence",Females,Anaemias  [D50-D64],2020,8,2.5
939,"Newfoundland and Labrador, place of residence",Females,Anaemias  [D50-D64],2021,7,2.2
940,"Newfoundland and Labrador, place of residence",Females,Anaemias  [D50-D64],2022,6,1.4
941,"Newfoundland and Labrador, place of residence",Females,Diabetes mellitus  [E10-E14],2018,118,34.6
942,"Newfoundland and Labrador, place of residence",Females,Diabetes mellitus  [E10-E14],2019,93,26.4
943,"Newfoundland and Labrador, place of residence",Females,Diabetes mellitus  [E10-E14],2020,128,35.1
944,"Newfoundland and Labrador, place of residence",Females,Diabetes mellitus  [E10-E14],2021,126,33.4
945,"Newfoundland and Labrador, place of residence",Females,Diabetes mellitus  [E10-E14],2022,97,25.9
946,"Newfoundland and Labrador, place of residence",Females,Nutritional deficiencies  [E40-E64],2018,5,1.5
947,"Newfoundland and Labrador, place of residence",Females,Nutritional deficiencies  [E40-E64],2019,2,0.6
948,"Newfoundland and Labrador, place of residence",Females,Nutritional deficiencies  [E40-E64],2020,2,0.5
949,"Newfoundland and Labrador, place of residence",Females,Nutritional deficiencies  [E40-E64],2021,3,0.8
950,"Newfoundland and Labrador, place of residence",Females,Nutritional deficiencies  [E40-E64],2022,1,0.2
951,"Newfoundland and Labrador, place of residence",Females,"Dementia  [F010-F019, F03]",2018,211,61.2
952,"Newfoundland and Labrador, place of residence",Females,"Dementia  [F010-F019, F03]",2019,270,75.4
953,"Newfoundland and Labrador, place of residence",Females,"Dementia  [F010-F019, F03]",2020,242,66.1
954,"Newfoundland and Labrador, place of residence",Females,"Dementia  [F010-F019, F03]",2021,285,75.6
955,"Newfoundland and Labrador, place of residence",Females,"Dementia  [F010-F019, F03]",2022,261,69
956,"Newfoundland and Labrador, place of residence",Females,"Meningitis  [G00, G03]",2018,0,0
957,"Newfoundland and Labrador, place of residence",Females,"Meningitis  [G00, G03]",2019,0,0
958,"Newfoundland and Labrador, place of residence",Females,"Meningitis  [G00, G03]",2020,1,0.3
959,"Newfoundland and Labrador, place of residence",Females,"Meningitis  [G00, G03]",2021,0,0
960,"Newfoundland and Labrador, place of residence",Females,"Meningitis  [G00, G03]",2022,0,0
961,"Newfoundland and Labrador, place of residence",Females,Parkinson's disease  [G20-G21],2018,29,8.6
962,"Newfoundland and Labrador, place of residence",Females,Parkinson's disease  [G20-G21],2019,24,7
963,"Newfoundland and Labrador, place of residence",Females,Parkinson's disease  [G20-G21],2020,25,6.4
964,"Newfoundland and Labrador, place of residence",Females,Parkinson's disease  [G20-G21],2021,27,6.7
965,"Newfoundland and Labrador, place of residence",Females,Parkinson's disease  [G20-G21],2022,25,6
966,"Newfoundland and Labrador, place of residence",Females,Alzheimer's disease  [G30],2018,40,11.9
967,"Newfoundland and Labrador, place of residence",Females,Alzheimer's disease  [G30],2019,30,8.5
968,"Newfoundland and Labrador, place of residence",Females,Alzheimer's disease  [G30],2020,26,7.1
969,"Newfoundland and Labrador, place of residence",Females,Alzheimer's disease  [G30],2021,37,9.8
970,"Newfoundland and Labrador, place of residence",Females,Alzheimer's disease  [G30],2022,36,9.3
971,"Newfoundland and Labrador, place of residence",Females,Major cardiovascular diseases  [I00-I78],2018,686,195.4
972,"Newfoundland and Labrador, place of residence",Females,Major cardiovascular diseases  [I00-I78],2019,619,173.3
973,"Newfoundland and Labrador, place of residence",Females,Major cardiovascular diseases  [I00-I78],2020,673,184.2
974,"Newfoundland and Labrador, place of residence",Females,Major cardiovascular diseases  [I00-I78],2021,699,183.9
975,"Newfoundland and Labrador, place of residence",Females,Major cardiovascular diseases  [I00-I78],2022,576,151.1
976,"Newfoundland and Labrador, place of residence",Females,Other disorders of circulatory system  [I80-I99],2018,5,1.5
977,"Newfoundland and Labrador, place of residence",Females,Other disorders of circulatory system  [I80-I99],2019,3,0.8
978,"Newfoundland and Labrador, place of residence",Females,Other disorders of circulatory system  [I80-I99],2020,8,2.4
979,"Newfoundland and Labrador, place of residence",Females,Other disorders of circulatory system  [I80-I99],2021,5,1.8
980,"Newfoundland and Labrador, place of residence",Females,Other disorders of circulatory system  [I80-I99],2022,11,3.2
981,"Newfoundland and Labrador, place of residence",Females,Influenza and pneumonia  [J09-J18],2018,82,23.8
982,"Newfoundland and Labrador, place of residence",Females,Influenza and pneumonia  [J09-J18],2019,64,18
983,"Newfoundland and Labrador, place of residence",Females,Influenza and pneumonia  [J09-J18],2020,51,14.1
984,"Newfoundland and Labrador, place of residence",Females,Influenza and pneumonia  [J09-J18],2021,35,9.5
985,"Newfoundland and Labrador, place of residence",Females,Influenza and pneumonia  [J09-J18],2022,38,10
986,"Newfoundland and Labrador, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2018,7,2.1
987,"Newfoundland and Labrador, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2019,3,0.9
988,"Newfoundland and Labrador, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2020,3,0.9
989,"Newfoundland and Labrador, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2021,0,0
990,"Newfoundland and Labrador, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2022,1,0.3
991,"Newfoundland and Labrador, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2018,115,33
992,"Newfoundland and Labrador, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2019,120,32.7
993,"Newfoundland and Labrador, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2020,107,28.9
994,"Newfoundland and Labrador, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2021,107,27.9
995,"Newfoundland and Labrador, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2022,95,23.5
996,"Newfoundland and Labrador, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2018,0,0
997,"Newfoundland and Labrador, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2019,1,0.3
998,"Newfoundland and Labrador, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2020,0,0
999,"Newfoundland and Labrador, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2021,0,0
1000,"Newfoundland and Labrador, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2022,0,0
1001,"Newfoundland and Labrador, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2018,10,2.9
1002,"Newfoundland and Labrador, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2019,10,2.7
1003,"Newfoundland and Labrador, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2020,9,2.7
1004,"Newfoundland and Labrador, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2021,8,2.2
1005,"Newfoundland and Labrador, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2022,4,1.1
1006,"Newfoundland and Labrador, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2018,23,6.4
1007,"Newfoundland and Labrador, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2019,23,6.3
1008,"Newfoundland and Labrador, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2020,30,7.9
1009,"Newfoundland and Labrador, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2021,28,7.1
1010,"Newfoundland and Labrador, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2022,39,10
1011,"Newfoundland and Labrador, place of residence",Females,Peptic ulcer  [K25-K28],2018,1,0.3
1012,"Newfoundland and Labrador, place of residence",Females,Peptic ulcer  [K25-K28],2019,3,0.8
1013,"Newfoundland and Labrador, place of residence",Females,Peptic ulcer  [K25-K28],2020,4,1.2
1014,"Newfoundland and Labrador, place of residence",Females,Peptic ulcer  [K25-K28],2021,1,0.2
1015,"Newfoundland and Labrador, place of residence",Females,Peptic ulcer  [K25-K28],2022,0,0
1016,"Newfoundland and Labrador, place of residence",Females,Diseases of appendix  [K35-K38],2018,0,0
1017,"Newfoundland and Labrador, place of residence",Females,Diseases of appendix  [K35-K38],2019,0,0
1018,"Newfoundland and Labrador, place of residence",Females,Diseases of appendix  [K35-K38],2020,0,0
1019,"Newfoundland and Labrador, place of residence",Females,Diseases of appendix  [K35-K38],2021,0,0
1020,"Newfoundland and Labrador, place of residence",Females,Diseases of appendix  [K35-K38],2022,0,0
1021,"Newfoundland and Labrador, place of residence",Females,Hernia  [K40-K46],2018,1,0.3
1022,"Newfoundland and Labrador, place of residence",Females,Hernia  [K40-K46],2019,3,0.8
1023,"Newfoundland and Labrador, place of residence",Females,Hernia  [K40-K46],2020,2,0.4
1024,"Newfoundland and Labrador, place of residence",Females,Hernia  [K40-K46],2021,9,2.2
1025,"Newfoundland and Labrador, place of residence",Females,Hernia  [K40-K46],2022,1,0.3
1026,"Newfoundland and Labrador, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2018,20,5.8
1027,"Newfoundland and Labrador, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2019,28,7.2
1028,"Newfoundland and Labrador, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2020,29,8.6
1029,"Newfoundland and Labrador, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2021,35,9.6
1030,"Newfoundland and Labrador, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2022,33,9.6
1031,"Newfoundland and Labrador, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2018,3,0.8
1032,"Newfoundland and Labrador, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2019,5,1.2
1033,"Newfoundland and Labrador, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2020,4,1.1
1034,"Newfoundland and Labrador, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2021,11,2.8
1035,"Newfoundland and Labrador, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2022,9,2.3
1036,"Newfoundland and Labrador, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2018,55,15.8
1037,"Newfoundland and Labrador, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2019,65,18.3
1038,"Newfoundland and Labrador, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2020,61,16.2
1039,"Newfoundland and Labrador, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2021,78,20.3
1040,"Newfoundland and Labrador, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2022,55,14.6
1041,"Newfoundland and Labrador, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2018,2,0.6
1042,"Newfoundland and Labrador, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2019,0,0
1043,"Newfoundland and Labrador, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2020,1,0.3
1044,"Newfoundland and Labrador, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2021,0,0
1045,"Newfoundland and Labrador, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2022,3,0.7
1046,"Newfoundland and Labrador, place of residence",Females,Hyperplasia of prostate  [N40],2018,...,...
1047,"Newfoundland and Labrador, place of residence",Females,Hyperplasia of prostate  [N40],2019,...,...
1048,"Newfoundland and Labrador, place of residence",Females,Hyperplasia of prostate  [N40],2020,...,...
1049,"Newfoundland and Labrador, place of residence",Females,Hyperplasia of prostate  [N40],2021,...,...
1050,"Newfoundland and Labrador, place of residence",Females,Hyperplasia of prostate  [N40],2022,...,...
1051,"Newfoundland and Labrador, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2018,1,0.3
1052,"Newfoundland and Labrador, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2019,1,0.3
1053,"Newfoundland and Labrador, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2020,0,0
1054,"Newfoundland and Labrador, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2021,0,0
1055,"Newfoundland and Labrador, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2022,1,0.3
1056,"Newfoundland and Labrador, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2018,0,0
1057,"Newfoundland and Labrador, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2019,0,0
1058,"Newfoundland and Labrador, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2020,1,0.4
1059,"Newfoundland and Labrador, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2021,0,0
1060,"Newfoundland and Labrador, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2022,0,0
1061,"Newfoundland and Labrador, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2018,3,1.7
1062,"Newfoundland and Labrador, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2019,7,4.1
1063,"Newfoundland and Labrador, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2020,6,3.7
1064,"Newfoundland and Labrador, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2021,5,3.1
1065,"Newfoundland and Labrador, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2022,2,1.2
1066,"Newfoundland and Labrador, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2018,6,2.4
1067,"Newfoundland and Labrador, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2019,9,3.2
1068,"Newfoundland and Labrador, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2020,10,3.8
1069,"Newfoundland and Labrador, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2021,17,5.1
1070,"Newfoundland and Labrador, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2022,8,3.1
1071,"Newfoundland and Labrador, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2018,80,24
1072,"Newfoundland and Labrador, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2019,71,20.4
1073,"Newfoundland and Labrador, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2020,69,20.1
1074,"Newfoundland and Labrador, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2021,97,28.6
1075,"Newfoundland and Labrador, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2022,499,135.5
1076,"Newfoundland and Labrador, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2018,..,..
1077,"Newfoundland and Labrador, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2019,..,..
1078,"Newfoundland and Labrador, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2020,2,0.5
1079,"Newfoundland and Labrador, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2021,3,0.8
1080,"Newfoundland and Labrador, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2022,136,34.5
1081,"Newfoundland and Labrador, place of residence",Females,All other diseases (residual) 26,2018,206,59.8
1082,"Newfoundland and Labrador, place of residence",Females,All other diseases (residual) 26,2019,215,59.8
1083,"Newfoundland and Labrador, place of residence",Females,All other diseases (residual) 26,2020,229,63.3
1084,"Newfoundland and Labrador, place of residence",Females,All other diseases (residual) 26,2021,254,68.1
1085,"Newfoundland and Labrador, place of residence",Females,All other diseases (residual) 26,2022,253,65.9
1086,"Newfoundland and Labrador, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2018,80,25.1
1087,"Newfoundland and Labrador, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2019,66,20.6
1088,"Newfoundland and Labrador, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2020,72,22
1089,"Newfoundland and Labrador, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2021,83,23.9
1090,"Newfoundland and Labrador, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2022,76,21.4
1091,"Newfoundland and Labrador, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2018,12,4.3
1092,"Newfoundland and Labrador, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2019,16,6.3
1093,"Newfoundland and Labrador, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2020,12,4.9
1094,"Newfoundland and Labrador, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2021,17,6.6
1095,"Newfoundland and Labrador, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2022,11,4.2
1096,"Newfoundland and Labrador, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2018,0,0
1097,"Newfoundland and Labrador, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2019,2,0.9
1098,"Newfoundland and Labrador, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2020,0,0
1099,"Newfoundland and Labrador, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2021,3,1.3
1100,"Newfoundland and Labrador, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2022,1,0.5
1101,"Newfoundland and Labrador, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2018,0,0
1102,"Newfoundland and Labrador, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2019,0,0
1103,"Newfoundland and Labrador, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2020,0,0
1104,"Newfoundland and Labrador, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2021,0,0
1105,"Newfoundland and Labrador, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2022,0,0
1106,"Newfoundland and Labrador, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2018,5,2.1
1107,"Newfoundland and Labrador, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2019,4,1.7
1108,"Newfoundland and Labrador, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2020,6,2
1109,"Newfoundland and Labrador, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2021,1,0.2
1110,"Newfoundland and Labrador, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2022,2,0.4
1111,"Newfoundland and Labrador, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2018,0,0
1112,"Newfoundland and Labrador, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2019,0,0
1113,"Newfoundland and Labrador, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2020,0,0
1114,"Newfoundland and Labrador, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2021,0,0
1115,"Newfoundland and Labrador, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2022,0,0
1116,"Newfoundland and Labrador, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2018,4,1.1
1117,"Newfoundland and Labrador, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2019,3,0.8
1118,"Newfoundland and Labrador, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2020,3,0.8
1119,"Newfoundland and Labrador, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2021,6,1.5
1120,"Newfoundland and Labrador, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2022,2,0.5
1121,"British Columbia, place of residence",Males,"Total, all causes of death  [A00-Y89]",2018,"20,493",787
